,resource_state,name,distance,moving_time,elapsed_time,total_elevation_gain,type,workout_type,id,external_id,upload_id,start_date,start_date_local,timezone,utc_offset,start_latlng,end_latlng,location_city,location_state,location_country,start_latitude,start_longitude,achievement_count,kudos_count,comment_count,athlete_count,photo_count,trainer,commute,manual,private,visibility,flagged,gear_id,from_accepted_tag,upload_id_str,average_speed,max_speed,average_cadence,average_watts,weighted_average_watts,kilojoules,device_watts,has_heartrate,average_heartrate,max_heartrate,heartrate_opt_out,display_hide_heartrate_option,max_watts,pr_count,total_photo_count,has_kudoed,suffer_score,athlete.id,athlete.resource_state,map.id,map.summary_polyline,map.resource_state,average_temp,elev_high,elev_low
43,2,Night Ride,179502.0,26129,27662,2690.0,Ride,10.0,5569491059,2021-07-03-091932-ELEMNT BOLT 3C9A-709-0.fit,5926849514,2021-07-03T09:19:33Z,2021-07-03T03:19:33Z,(GMT-07:00) America/Denver,-21600.0,"[39.72625, -104.970581]","[39.726093, -104.970535]",,,United States,39.72625,-104.970535,84,20,0,1,0,False,False,False,False,everyone,False,b8481130,False,5926849514,6.87,20.0,75.4,192.9,211.0,5041.4,True,True,151.0,173.0,False,True,1225.0,25,6,False,724.0,5724645,1,a5569491059,}fnqFlou_ScJ`AW`hBohA~w@ym@hNqc@lo@wFqFuP`W]hz@s[~s@kiBIcAd\whJi@{Xzo@cOjDy[na@{g@`]iDfO{f@tDwu@hZeaApt@HhLoOkAkX|M_i@xb@aRbDyjAns@m]db@qC|Sag@hjA{l@|}@@bKmPvVdA~OgPfLePde@uG^ef@daAu|@|@?vMuKpScBti@kPnXky@gEwUzMkt@LwUeHy@rcAepA}@yA`S{fINCdTrJrb@WhhHk~Bb@uc@tYwIcX}n@oEyEyr@kuAk@IrpCoU`BEtvAyk@d@Gzw@mJtAOvv@~Zq@oBhg@qZ~CiFfKq@vr@zHvKxc@dGoI`SfGd`@gAbj@rJrGzHyCcAnUlGzKmBnY{MpUoDnUlWfDlPz`@nTdIzYz^nTj^|N`z@vi@fRmA`]bE~e@fQrt@`BkSgGi\\kK~CsIeJsMrBsMxNXn@sT`S}P~@wQfXjVmJfRbOfCje@{H`FgPx[yCxMmWrCoe@xKgZA}SpQyJk@gp@jLoJhK}XjMdDbIgKrZkIIqHhEeBwCxCnC|DgLhRpEnGq@rLfX|MDbQbJ`KoMsAzObNjC{MpZoZ~Acc@jw@}_@xEpOhJkL|HjKvN{CuAeEfJ{KlE~BiCcTxIhIbIwInJaXiBwGnIiIqGeAzQaG|DzEuGdNfGgEpDc]lGlMdLuFdNpa@eClBpF`TnXd@bP~MzV`_ArZnSzb@xHdBhJbQ}Hp_@jFh_@oK~KhEaCbW{EvMoGdAkI~ZK|Q|It@|CvUn~@}S`PuP_H}IfBqHnDuBnMc@{AwHpNhQkC~SlIkJ~HtJOgb@pQ|AaEsInOaMcGsGtE_GzShVqCjDdNNy@nJtFnGrIfDnU}GJfMzSbKtSoC|AnIbXyFWcH{IwC`QuJfQvHr\cIdEwQfb@fx@ns@fm@bFfNeFuNst@ao@_b@qx@fUiW~GpBzO}a@pdAocAtSmYc@gg@}c@wg@GgOvIyLdAeZdOwWlHeg@w@qc@xE}a@h_AutCbFs|@j{@ep@rfArM`GkNf@mMwIoUmGyk@lDaNp@asA~GoZyCgy@dIgLpV~l@|C{ZtGeFhWbl@j^x^zKTbL_Uf}@D`El[v\`@hDp^b_@k}@ri@{t@vd@jNd_@_G~MxEfIwGvXHf[|f@jCoQa`@{tBr{Ao@eH}_NxAuhK~Uu@LalCfQiWhFrFxf@kq@vb@cHzi@s]n@e`Cdo@S^qF,2,20.0,2442.2,1557.4
44,2,Night Ride,177712.0,27355,29970,2873.0,Ride,10.0,5554293693,2021-06-30-094912-ELEMNT BOLT 3C9A-708-0.fit,5911027090,2021-06-30T09:49:12Z,2021-06-30T03:49:12Z,(GMT-07:00) America/Denver,-21600.0,"[39.726372, -104.970599]","[39.727165, -104.970665]",,,United States,39.726372,-104.970665,25,18,0,1,0,False,False,False,False,everyone,False,b8481130,False,5911027090,6.497,20.2,74.3,179.5,197.0,4909.8,True,True,150.7,167.0,False,True,786.0,1,7,False,739.0,5724645,1,a5554293693,egnqFnou_SuIz@UjhBkhArw@kn@|Ngc@`o@qGaF_PnVUxy@kUbo@sB~mL|BbNlDnnM{|AtAxt@xzDh]taA`Uv_@wk@fd@n@dFwPtPkKnA{I`ViLpc@x@hVxJ|@hD|GoItLlF`UoJ~J`U`SxG~WgC|NrCbB~JlmAuIpMsQlCuBnLkJvHuVfGgChVkHa@kHvK`CtI_Jhe@hBhuBcTro@rIrAvCv]eHhDkBdU}FdJ`J|EWrYqg@rv@{Xb[ejAb{BoBhV_Ur^gBr`@{W|v@}s@~kAqQcDoP|DbBr^iVvxAsKzPqHeCuGtGqLpe@kRpMeVn@sPvPa]eDaGfC|AdEmF~GwXF}@_J{SgFad@`EqBbPiXn^aIz\b@`_@lDzEiTha@iSn@~BnLnKz@LnEie@zCee@tv@uLMcIbR{o@pZy[zHJfFbITqPxLdJt@hHnQyd@uH{H|WaSlDoBpvAtEpUfKlEfGl{@wGfp@hGdW|Ctx@n]fq@dFtoBbFp[cC`RtRbx@lAbX|@ttBiP|sAa@uaAhB_^{W{t@iFqa@c^{\kUhDdXxCfOdU`Efp@eC|FoFqDlCyPmCcSyM{StMfTjCpPQjX|FkE}Daq@_SmX}SqAjUcC~[fZnGtc@`Xzt@p@jm@c@pp@vMksAy@yuBsA{VkRow@hCyReFgZqFoqBc]op@_Dax@gGiWlGaq@iGc{@_KyDsEcUhBouAlSwElHuWxd@pHoH{RsI_@nPiLmIo@CiEt[uHfp@yZ|H_RrLRre@iw@pd@aCAuFwKeA{AuMnRXjToa@bQoLzJrPrv@nJ|E`LrA|_@hn@lRJjTdW|JzHrd@~]bQpAoh@`Xci@mKya@oA}QrCcPoD}EtMt@oIcSx@wNeLeMvBgYv[oxBrRsXbWo`B}CoQaXid@}]kY_@oKsRib@pDkJyIyXb@gS}Owk@Lil@uJ}p@pD_c@_C{JeHMuMePnF_g@qDwMvTmDtDgU`EpBfNyUfb@iZbP}CpJ}ZfCue@j[ig@hUkKd[bBbIgRxMaDx^ic@dQTld@aQzzAmlAva@}AvLtEvGcPfViG`LiJpAgKpQ_CnIsL}JynAkCsB|B}NyGqWcUkTxJiIkF{SxI_OuD{GaJQiB_SzQmh@zDuTnKiAdm@wk@rCcLkq@cxBsR{yAaXonAb|A}AoDaoM{BwNfByhEbV|@PgpI`c@}o@hKhAgDeH|DuGdH|CpMmJpSw@tq@ea@^c`Cho@OZcF,2,14.0,2985.6,1579.8
45,2,Morning Ride,107670.0,12069,12614,906.0,Ride,10.0,5538219513,2021-06-27-110154-ELEMNT BOLT 3C9A-707-0.fit,5894273055,2021-06-27T11:01:55Z,2021-06-27T05:01:55Z,(GMT-07:00) America/Denver,-21600.0,"[39.72604, -104.969986]","[39.726451, -104.970588]",,,United States,39.72604,-104.970588,81,17,0,1,0,False,False,False,False,everyone,False,b4544175,False,5894273055,8.921,18.5,78.2,219.0,231.0,2643.4,True,True,155.3,172.0,False,True,797.0,32,1,False,394.0,5724645,1,a5538219513,ggnqF`ou_SD|CtJ\`I|@d^[rGsB~bJn@NnkCbCvIeBlSbBhFUxB|@xAnFGtLfNtRjE`H|GzBiAdAdKtJhU|MvFnOJZzFxHeArVdCvMdLfHbAxDoDtHuOnBe@tPtExC~CbFlKhFbClCY`NcJjF?z\~SjDtFlHhQzHbCtDQ~I}GjDKrAuDrWxEhO`@`K{@hJnAtGdG`C`LtE`CjJeAhDmHlFg@tK`KtHvKxJDvBiA|AsEtAe@`EpEjFtBd@~H|C|AfT`W~AvCbExPfAlAtIxCvMbA`K{EdPSbEpEAdKrDe@c@bKXfJzG`B`HtKjApTrEzRzE|MWlHh@jJ_EnXsClH|@jF|ErE|BlLtV~Yz\rSrS~TnAdDtAzMxAxBvD`AhHiD`JTjFjAzGtFxIj@vT`G~Hw@rNoFbKS~QbIrEj@pHkBnOmNrA{Gs@mSsCmJg@eKsAuDgMoJsTsDuSiMgA{DDwReGoMsKuBkO`BiBoB{B_HGuF|BuMzTgYrKsFbVg@~CyB`C}Gx@[`HlCfEjGxDZb_BPRrfBjA|FvCpCx`Cl@U|JeFdOKl\_DjZp@nGtCjFHlCoFvPwHdDoOJeC_@oGoEcHuAww@uB{p@_SuPi@aLrCuz@d`@yJvBcKTeQiCabBol@aF`QsSzTwEx[w@`PpCxe@pE`TeGx|@`AjFzLlT~@fRvAdH|CbGfEtC|BvLuFvJeEf]qFxC{MdZcEk@}ClBuCxXgAfDcE|BmKk@qKxIoRrGoOcEcBzEO`JuAhEgSvH_BxCsBlNuBlBwEZ}CdB_HxRgElD_GFcNcGsQu@iCoFp@}LkB_@aS~PiKxCyCzC_A`G`CfHT~E{ArHoAjBaCp@gQw@oFuBWtIuBpLcCb@{JnIj@vD`Cl@FhDqJnDyK|@iLyPuCc@eFtEFtEwCzM_M`@yCwFuDoAkRbIoEF}@|PqMjM_AhJmErHsAk@WoFoCaHwH_DmF|BeHxGgAnFuDbEkDvIcg@cC{j@|Cg]uBkQhCgONeFnFeBb@cEuEtF{WaAcDwHbJsT`LwIxBcZHwHfBu\cBw`@vCw_@dV_y@fP}Q|MwTp@}M|EwOeEso@|DiYjOqM~@sY`NsOkAsW^_L{B{DgCqAgDM_FdBsG_HwE}@uBi@i{@c]q@pV{_Ba@_mAiAeUaJiM}IcGiC_FyKdOcDtB{@aE}GkMcWsZs@qCy@ksNkUg@Scb@yIgAGizBjEkPbDcE?_{Ck@eIyL_]SeDyBgDdAeB}@}AxDiB`\oe@fKwEfRo@~HiCdi@w]f@q_C~n@U`@sF,2,12.0,1916.0,1550.2
46,2,Night Ride,165967.0,26458,28296,3192.0,Ride,10.0,5527724982,2021-06-25-090616-ELEMNT BOLT 3C9A-706-0.fit,5883329790,2021-06-25T09:06:17Z,2021-06-25T03:06:17Z,(GMT-07:00) America/Denver,-21600.0,"[39.726334, -104.970604]","[39.727295, -104.971241]",,,United States,39.726334,-104.971241,15,19,2,1,0,False,False,False,False,everyone,False,b8481130,False,5883329790,6.273,19.7,72.3,186.7,204.0,4939.3,True,True,152.9,169.0,False,True,833.0,2,8,False,789.0,5724645,1,a5527724982,}fnqFpou_SyIx@WvhBwhAhw@qj@lL_f@dj@pQfz@FxxCoJxX@~gCkJpHd@ltKaElJLxb@ag@xBlCbfEo|AnAzl@fdD|e@rxArWv_@tQeOzP~^z]aZp`@jx@lNyDw@bQqN~YoG}@{@dJ_[tLX|e@bDmB`ByGkAcPxb@yCb_@rd@nVyCeL|E|KhBnJmQqNyYlLsHdBnSnVfOlDrRvV~MrJiBdEvMjUrMxNn^zFbj@wFhj@sZry@|E|q@kGbYby@`IuYbeBt@`MfMjCiDrRdQ|RJ~O~NxAfIbb@`OaBzQdNO|VbInTjXaArIlIDfWeN|n@Mhw@vLpTyD`LxKnc@tGrBpBdYeA`LgHC~Epb@iPlXdM`]yK|L~[q@lA~MdGaByCzObUpUkO~EgAng@|E~UgRjOcIpZnHnVcBfI|NbNmHnHnF`G_ItTrImC~QhG|SsDkJzRf@`h@zYoIvSrCwQl|@zHha@yMnn@yXxIy@pK|LzRqFpQol@fGoZ~\aRwB{MdRjApQkO|\gQ`GsJkFkd@l`@y@vUqHd\cBq@oCoCpLrS}f@qCjCzJmIyOZjMkCqMRbNgDsIgB`Wch@t]oa@k[qVxDkTcJ}HCeCnMyPqC}ZxIlMcMIuHQlGmSfLyGyCiAp\_MzDjChI_KvDj@lNsH|VdD}]oLqArHiRmCoc@zEu@uEy@sDt`@oP`O~@jUgQhPlEhM_m@rn@a{@{OyGpiAma@oI{OnLaKuLc@of@sIsJaKiaAiP}_@hA}QlJyKuVy_@mCijBbOc]rAkY}EeFrGum@bXwOjt@qz@rb@sPbFeTwVmBgKiSmm@o[eVgAwLs^ih@kh@eHaCtn@eaAv@mr@yFaNpFcc@bSoHhAeLhZ{JjJwPeAqF`SoHtN{`@bBsj@vQyNzCiuBgL_U{QifAcF~f@yP{w@oI{F`Ym\@yX{IgF~Ie_@nH}CqCu^uIuAxSio@cBkvBnJgf@uC_H`GaKtIR~BcVvYqIpKsTxS}DjG_SgOiiAzBsOeHkX}TwRpJkJgFiTxIaN}PiJ]e]gMiKqL~@elA~^_f@fZo@wbC_W}KGq}AiPi^|Nid@zh@wt@ze@`N`_@{Fl]wCpLzBzCqI`[r@_X{wA|yAU`@}ZlQc@@m[|F_AjM{v@Omw@wa@Y]cMcH{Khf@_BU}b@fEeIq@ayOfJk@AiOnJgTJ}q@a@wpBkQ}p@lc@si@~m@iN~a@}YZi_Cfp@aG,2,13.0,2960.0,1559.6
47,2,Dani's first ride,2170.1,466,524,2.8,Ride,10.0,5508124682,6998733021_ACTIVITY.fit,5862929040,2021-06-21T22:05:16Z,2021-06-21T16:05:16Z,(GMT-07:00) America/Denver,-21600.0,"[39.727122, -104.955116]","[39.726016, -104.970036]",,,United States,39.727122,-104.970036,0,13,0,1,0,False,False,False,False,followers_only,False,b7799528,False,5862929040,4.657,6.3,,17.0,,7.9,False,True,129.5,137.0,False,True,,0,1,False,3.0,5724645,1,a5508124682,oenqFn`r_SB?BoCEuCBeBEmCA}GYWGHIfBBnCB~GAzB?xXC|D@vGD~GGrGDnCA|B@lKAfA@`FBxC,2,,1635.8,1612.7
48,2,Night Ride,187699.0,24921,25950,2996.0,Ride,10.0,5496377100,2021-06-19-090831-ELEMNT BOLT 3C9A-705-0.fit,5850650690,2021-06-19T09:08:31Z,2021-06-19T03:08:31Z,(GMT-07:00) America/Denver,-21600.0,"[39.726345, -104.97065]","[39.727279, -104.971171]",,,United States,39.726345,-104.971171,94,21,0,1,0,False,False,False,False,everyone,False,b4544175,False,5850650690,7.532,24.1,75.6,185.0,206.0,4609.1,True,True,148.3,166.0,False,True,838.0,19,4,False,617.0,5724645,1,a5496377100,yfnqFtou_SyI|@MrgBmgAzs@s`@tJoi@nm@y^lnAa_@hz@ciBE_Ad\mhJk@qYvo@_OjD_\ta@wg@z\mDlO}f@tDmv@vZo`A~s@FhLuOkA_YnN_h@`b@{_@tLebAho@yYr`@cBhQqh@zlAok@n{@DdKuPtVhAvO_P|KiPve@wGZkf@jaAsOQ}Dji@c[`g@kEkA}LdNmAlRytBfgHwaFcAeIdLsKtE_s@hFcKnL~ChO_QgGAiSsOyc@eeAj@qGy[_g@Gg@|hImbAbiB@ly@}Lj]nBba@}GxZmJzF}lBtAifCkAmPzAsIrSpFn`@w@fk@xSzAu@|UjGtLkBhXqSrk@jWvD~Ora@{IzEo@|LyPb\u@xVoMpOnJ~`@iCxHlA~v@sQlEme@txBaZlHqDnMu]hPma@vv@o`@fM_C`YxEhOkIv_@tFnGy@hLp]`]bl@zTbIrRjFn@vJheAgNvd@jDrDoNplAdAza@nTiJjb@nl@tj@jLp\x_@~i@gBrn@tv@fb@zO|PaI`On`@tVxGn@v\fIdUlXW^`\va@qCvXvp@|TyBdK`MjQm}@z_@xEtZhq@vOlDbReSxPl@`Vuc@rZe@hRyJxQaZl`@}KfMwXte@gZnH\hJtT`IInOo^|VgLlMqRrFhGuCzXlHlAzK{SzK?rSvZfD~^x`@v[`v@sEbRpn@~GwPm@}OfRPzRxl@xCo]hJqM{M|@m@uEhJ{D|HoSzz@an@bIdDdNff@~EmHv^uDbI{Q`PzMti@vMfp@_QtHaX`e@vHcHsReJw@nPqKgIkGnlAcd@jIiR`Lb@df@uw@ld@iCGuFwKeAkA_NbRp@rT_b@`QgL~JlP|v@hKjHzl@fm@hQf@hUtVfJtHjd@|]|QzAmh@dX}i@qKqa@fAuc@oDgErMhAoIqShAmMsLaQf_@ooCrQyUjR{_A|Dga@cC{X|c@cAts@}kAxWaw@hAi^hUk_@hCkX~iAkzBdZa]`e@kq@z@u\aJ{FfJw_@fHqCyC}^qIuAbT{n@wBmbBxJez@iCyHnGsJbId@rC}VxVqGfMsUlQgCfJuMqOoqApCsNgHiXiUaTvJ{HiFiTrIuNyDoH_JDcB}QvW{_ArK}@|m@gl@zBsLiq@mwByk@}hDb|A_BoH__NjBgiK|Uu@hAcqC`O_RpFjFlb@co@vg@wJji@u]ReR|G}@\ujB~e@Y\sE,2,17.0,2848.4,1585.8
49,2,Lunch Ride,14874.8,1985,2106,54.0,Ride,10.0,5486496721,2021-06-17-173839-ELEMNT BOLT 3C9A-704-0.fit,5840340346,2021-06-17T17:38:40Z,2021-06-17T11:38:40Z,(GMT-07:00) America/Denver,-21600.0,"[39.635399, -104.960083]","[39.726086, -104.970467]",,,United States,39.635399,-104.970467,2,8,0,1,0,False,True,False,False,everyone,False,b4544175,False,5840340346,7.494,12.2,69.6,134.9,146.0,267.8,True,True,131.7,154.0,False,True,393.0,1,0,False,25.0,5724645,1,a5486496721,eh|pFp_s_SJu@AEC?}@BiACaBDyCCSBEFAHGfAOj@Q^KFQ?SFw@f@a@\k@p@O`@Id@GpA?|BFxQF|G?hFE`F?nEFzB?zFCt@GXCZBjEDpBBzHDrA?rCC^ENWh@K\I|@CHUFu@D_ABqMBy@JO@mCC{D?aHEaCEyMEeBEsBAc@AoF?{@IeCJw@@]Di@Em@Ae@DyAIm@@e@EQ@a@Eu@@c@F{@DcHCkBGmI@KCGMEQ?UFqEAyKB}ECWCIEIc@I{@AyEDOAMEGGCeC@cA@eTCOGKKEWC}F?yBEuB?yFDe@AaB@aFEsDB}A?YCk@BkA@]Da@Gi@A_SBwEG[BsF?g@E}C?_I?aBEcCDe@AUIG?aAHwE?i@CQ?OEc@Fg@@k@A_ABsBCkH@mECeK@u@Cu@GiAB{C?{@@y@AeCD}AC}R@g@GSDUJg@b@KDI?m@]YKg@GWDSLSTaAtBa@f@[P[L]Fm@Bm@A]EmCy@aA_@]Ia@EuA?_CPcBFq@?{@EaCYiDk@sAGy@@y@DgALiBZu@Ba@G{Aq@_BYwCDaAHm@Pm@\c@h@Sb@Od@e@vC]fAcBhESZKHMByAHcFFm@?w@EoFEsABACW?c@BcA@qFCeA?k@Bk@AgA?i@JMDWRUV[d@Wz@SNM@kAEiFDiHAa@DYFqBNkAC_AG_@Ik@]Sa@Ge@BqJA}A@oDCgC@oHCw@E_@O[IGMCeA?iCDiA?[EGKE}@BwC?yEIoCE_@GMUQYI{AD_AVY@kEDc@GSO[o@mAgDGk@@eBCUKKg@EYAIAAC?wBDIAhBEPGFmEBeACIAGEESCsCGKUEGBILATF~f@CtCBlDA|B,2,37.0,1634.6,1599.0
50,2,Morning Ride,12940.6,1591,1591,71.0,Ride,10.0,5485213628,2021-06-17-131804-ELEMNT BOLT 3C9A-703-0.fit,5839006015,2021-06-17T13:18:15Z,2021-06-17T07:18:15Z,(GMT-07:00) America/Denver,-21600.0,"[39.724621, -104.970665]","[39.634005, -104.959886]",,,United States,39.724621,-104.959886,2,7,0,1,0,False,True,False,False,everyone,False,b4544175,False,5839006015,8.134,11.3,75.6,192.4,203.0,306.0,True,True,137.6,165.0,False,True,772.0,0,0,False,26.0,5724645,1,a5485213628,itmqFtau_S~BB~@Ex@BdNC~ADXDJJDN?PAv@A`H@RDPHLLDh@ApA@hAGH@FBDD?^@LDDRCfACE?j@QH?fCDlC?xBCxB?r@Bb@DLATKDKF]FKJEVCLEj@i@XKNC`PC`CFrFEbBErEEtBJLBn@n@XPf@RfCn@z@Jp@FfC?bAI^M\OZUfAsAj@_@`@It@Et@Dp@NfAZpAf@j@Jl@B|AM~AI~@B\FlBj@~@T`AJdABrAMbC[r@E`@?fCLr@A`@Cr@G|Di@~@GNC\Qb@g@Zo@Je@PoANgBBmCE}@YoBY}@CM@OFITKp@ALCDBj@Mv@CzGDrPAbABrDAb@DnDEpKBnACjH?jDBfNAr@Bv@EbE?nEDxCAbBDbBE`A?dA@jE?bQBx@E|@D~BBbC?p@A\BpA?t@Ed@BpAAzGFxCA|ABr@C|GBzFC^FDNIfY@XDVJPLJ`@BvIAfNBv@@vACv@B|ACfD@lA@L@HHBL?rBCrOB`DB~@FPHJLFj@BbE?`CJlBGjF?zGF~E?vDDxADhAA`B@fAD|H?bBDfM?xCBXGJIFOLcAh@}AHw@?gLGmLEyUCuCM}e@?uAJ_ALe@\m@XYnA_A`@UFINYLm@JeADIFCfAAjBBx@?nB@|@?VA^@XArDAF?BD?D,2,21.0,1656.2,1610.4
51,2,Afternoon Ride,12962.9,1598,1741,41.0,Ride,10.0,5482230943,2021-06-16-211458-ELEMNT BOLT 3C9A-702-0.fit,5835895806,2021-06-16T21:14:58Z,2021-06-16T15:14:58Z,(GMT-07:00) America/Denver,-21600.0,"[39.634897, -104.96069]","[39.726009, -104.970474]",,,United States,39.634897,-104.970474,4,6,0,1,0,False,True,False,False,everyone,False,b5607776,False,5835895806,8.112,12.3,72.5,154.2,166.0,246.4,True,True,141.2,164.0,False,True,422.0,3,0,False,30.0,5724645,1,a5482230943,ae|pFhcs_SU?QJK?UUYGOQCU?aAJ}@?ECEqIGiABGBEFO|AUt@SRc@JcBnAUXS\Sp@IjAAtCDxB?xDNjPClKB`DAzBDbBBhDExCMj@ANH~RDbA@tDC^ENe@hACNCx@EDGBm@Au@DaD@wJAaDGkABQAqC@sCKQBc@CgABSCe@?g@C{@@sACyB@_AAk@Gk@DqAE}C?{@Cu@@{@Aq@DcBG]EaAF}@@cCLeAAg@Gu@?c@Hc@IQ?w@NwAO[@[AyADyFGwACs@BwA@oABgA?MEUWES?UFuFC}AB_OCIHE@CAEECe@CwCDoC?[GGKAuDDgG?oJEw@EQGKKIg@Gs@BmC?mACqCA{ABoB?e@Da@EoBBe@AmC?QCqG?g@Ac@@MAGSCAE@IN[FWBeBE}G?w@AcB@}BCeHA{CDkBA{AEq@Bq@CaE?w@B_FEkC?{@CoABgC?g@Bw@?o@CsAB_FAwAEyI?iACgABwH?kAAc@Ic@Fm@@aL?{@CeA?cN@}@BiAG_@DYPYVMFM@MCg@Yi@Q[AYFSRkA~B_@f@YR[J]H]Bm@?m@GmEuAm@KoBEaEVcA?cCQkBU{@Q}AQm@E_A?oAFqAPo@Pc@Fw@DSA_@KOI][QIa@KkAK}A@qBLc@Ha@LOJ]^_@v@Mf@[dC[dAqB|ES^KHe@F]AeABeAG{C@sCEeCDq@Ay@FSC_AAgF@kAA_FDo@P[Vm@z@]`ASNg@CiBBwCCuA?o@CmBBsA?EA]HsBJ{A?s@Gg@O_@UMOQa@Eg@ByBAwEASGQKKMEMC{ADiC?k@B}KAoBB,2,32.0,1656.0,1617.4
52,2,Morning Ride,13065.6,1705,1734,73.0,Ride,10.0,5479671539,2021-06-16-130441-ELEMNT BOLT 3C9A-701-0.fit,5833239957,2021-06-16T13:04:45Z,2021-06-16T07:04:45Z,(GMT-07:00) America/Denver,-21600.0,"[39.725094, -104.970573]","[39.634272, -104.960419]",,,United States,39.725094,-104.960419,2,6,0,1,0,False,True,False,False,everyone,False,b5607776,False,5833239957,7.663,11.6,73.8,185.3,194.0,315.9,True,True,147.0,164.0,False,True,562.0,1,0,False,39.0,5724645,1,a5479671539,stmqF~`u_SbKBhCAfEGlBALBJFFLD`@CvCEhBApABZNPH@^A|@DfC@FBBF?^@FLBZEh@A\HJEx@IxADdBCvD@bAC|BNX?RGLMNk@FG^AJEb@i@TIVGbCGvABnD@tBCvAB`HIr@@nBApABpAAfCLTFn@l@XNf@NzAZfAR|@HfBFp@?^C`@Ij@Uh@_@z@cALMZS\K`@Eb@A`@Bb@FtBl@t@Xt@P|@@hDM|@BnEbAp@HrABbBIrBWp@C^?rCPn@?nEg@xBSh@OXOf@u@Ts@ZwBN{B?eBG}@a@eCQm@AMDULOHCl@BjAMf[?rC@~AAh@B~AAd@BlH@vBAnIDhQ@xBBlA?hCErC@`HAtLFvO@j@BtACvABlAAvDFz@?\C\@`@CbH@fBAdCDzB@n@BlCEnFBzBClC?XDHDFHBVMdSBpECh@@hTAhD@t@BLFJJDnB@b@Cx@?t@Dp@ClBBvEA`A@lD?~ABhC?ZDl@TVDn@B|KS~A?p@DDAT?r@EbBElDBrAApDDvI?`ABp@?t@DlAAlABjB?`AFbABv@Cp@@~@EhBB^B~ECrEFpCAf@GJGFMFMLcAj@_BFu@EuOEwFA{FBiAKaHDuEBYG{BAqNGeECaM?uCH}@DQPc@V[jByAf@WHKL[Jk@HcABGHCvG?rBA~@BZAbD?P@DB?DA^MPOn@CBS@,2,20.0,1655.6,1610.2
53,2,Afternoon Ride,12585.7,1505,1689,39.0,Ride,10.0,5476541851,2021-06-15-211339-ELEMNT BOLT 3C9A-700-0.fit,5829982538,2021-06-15T21:14:16Z,2021-06-15T15:14:16Z,(GMT-07:00) America/Denver,-21600.0,"[39.637123, -104.959991]","[39.726021, -104.970429]",,,United States,39.637123,-104.970429,7,6,0,1,0,False,True,False,False,everyone,False,b8481130,False,5829982538,8.363,12.6,74.5,191.1,193.0,287.7,True,True,148.4,172.0,False,True,497.0,3,0,False,42.0,5724645,1,a5476541851,_s|pF~~r_Ss@e@SBIR?ZE\I^Yr@IDU@WHgAv@a@b@]j@ENK`@Cd@CrA@vEAjD@lFDjEDlACzE@|FD~CAbDBlAApA@tDAZKh@AtBBbBAvBDzB?tDD`GAPI^_@v@I`@En@CJEFY?o@EiDEqC@kECm@Hs@?cACgB?kECQBaBEiC?y@CiDCwA@uCEi@Bi@CwBCmAGgAB}AEaBDw@EOGQA{AHoD?gBASCoAJm@C_@?MEM@YCk@HcBEu@DeB?mCAqBGgF?k@D_@IKKEQAUAeAFkA@eAEyEBaEAoFCIGGUG}ACaEBQAMCGMCQ?yABs@@}REw@Ga@GMYK_BAqA@eDCq@@cD?eJBwAEcC?u@CiDDyACuC@S@wCAkABq@AoA?g@@g@AaABy@GqB@s@E{E@}ECgBBqL?}@AmC@ME]C_BD}BAgDDuEAoABwBGoEBc@?_@C_C?mADyACoD?aBGmDDcHCsCB{CEkAB_CAgCBoA?a@CQEQAo@Nm@h@KBOCc@Yi@QYAYBULSV_ApBINYT[R]Ho@Jm@B_@A_@GkA[cC{@o@IyA?oCPuBFmAG}C_@mCa@yAGo@?}@D_BRgBZS?SCg@KgAg@q@Mu@IoB@oBPa@F_@Ng@l@[r@Qv@UxAe@dBoBvEUXKFM@y@CoBBoBDeJAoBBeAAq@BiLCm@Bm@Le@\i@v@U|@IJIFM@kAGaK?kADaA?U?MCKDUFoBFkBEc@Ea@K_@UOMIQESAgJCc@EMGMKIMCsAH_DBwAC{CB_EAk@@wA?,2,38.0,1648.4,1611.2
